City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,baruun-urt,46.6806,113.2792,260.46,49,15,4.09,MN,1678563323
366,sitka,57.0531,-135.33,274.09,32,40,5.14,US,1678563324
367,aquiraz,-3.9014,-38.3911,303.2,75,57,2.95,BR,1678563324
368,san jeronimo,-11.9472,-75.2829,287.02,71,100,1.7,PE,1678563325
369,minggang,32.4586,114.0486,285.23,19,100,2.32,CN,1678563325
370,beira,-19.8436,34.8389,298.54,89,100,6.57,MZ,1678563326
371,alpena,45.0617,-83.4327,270.99,71,75,2.06,US,1678563326
372,mocuba,-16.8392,36.9856,296.14,96,100,7.25,MZ,1678563326
373,thenzawl,23.3167,92.75,288.25,42,100,1.46,IN,1678563327
374,gubkinskiy,64.434,76.5026,267.96,95,100,11.3,RU,1678563327
375,sibu,2.3,111.8167,297.32,94,40,2.06,MY,1678563328
376,brigantine,39.4101,-74.3646,279.93,81,100,6.69,US,1678563221
377,raahe,64.6833,24.4833,269.8,95,100,2.5,FI,1678563328
378,manono,-7.3,27.4167,292.54,97,91,0.92,CD,1678563329
379,bossangoa,6.4926,17.4552,301.14,25,41,1.55,CF,1678563329
380,san vicente,-26.6167,-54.1333,305.64,30,18,2.43,AR,1678563330
381,daru,-9.0763,143.2092,298.71,84,97,0.44,PG,1678562839
382,saiha,22.4833,92.9667,291.23,37,100,1.75,IN,1678563330
383,karpogory,64.0019,44.4451,264.17,96,100,2.54,RU,1678563331
384,lucea,18.451,-78.1736,301.07,65,72,2.17,JM,1678563331
385,north bend,43.4065,-124.2243,285.51,90,40,0.0,US,1678563332
386,chapais,49.7834,-74.8492,269.03,78,100,3.5,CA,1678562809
387,sabha,27.0377,14.4283,295.45,17,0,4.16,LY,1678562734
388,luoyang,34.6836,112.4536,281.89,12,100,3.32,CN,1678563332
389,marinette,45.1,-87.6307,273.4,54,0,5.14,US,1678563333
390,pedasi,7.5333,-80.0333,299.27,73,75,5.11,PA,1678563333
391,bambous virieux,-20.3428,57.7575,299.94,83,40,3.09,MU,1678562766
392,aksarka,66.5606,67.7975,258.88,81,93,6.05,RU,1678563334
393,salalah,17.0151,54.0924,299.2,73,0,1.03,OM,1678563335
394,mogadishu,2.0371,45.3438,299.7,86,67,7.8,SO,1678562866
395,nyurba,63.2842,118.3319,240.4,100,100,1.59,RU,1678563335
396,ahipara,-35.1667,173.1667,291.08,72,83,1.56,NZ,1678563336
397,palmerston,-12.486,130.9833,299.14,91,22,1.54,AU,1678563336
398,dimona,31.0667,35.0333,289.91,29,83,1.21,IL,1678563337
399,fallon,39.4735,-118.7774,280.88,66,100,2.57,US,1678563337
400,rabo de peixe,37.8,-25.5833,288.88,100,75,6.69,PT,1678562873
401,pirajui,-21.9986,-49.4572,294.18,91,100,1.29,BR,1678563338
402,san luis,-33.295,-66.3356,309.05,22,0,7.82,AR,1678563338
403,aransas pass,27.9095,-97.15,305.2,100,0,9.26,US,1678563339
404,longyearbyen,78.2186,15.6401,265.06,73,75,6.17,SJ,1678563339
405,astana,51.1801,71.446,273.12,93,75,5.0,KZ,1678563339
406,lakes entrance,-37.8811,147.981,288.24,95,82,2.42,AU,1678563340
407,hualmay,-11.0964,-77.6139,299.97,68,80,4.5,PE,1678562742
408,calbuco,-41.768,-73.1273,294.71,72,100,10.62,CL,1678563340
409,soyo,-6.1349,12.3689,299.84,82,100,3.19,AO,1678562808
410,geraldton,-28.7667,114.6,290.38,88,5,2.06,AU,1678562790
411,tuy hoa,13.0833,109.3,295.98,72,95,3.59,VN,1678563341
412,ankang,32.68,109.0172,285.11,60,100,0.36,CN,1678563342
413,lorengau,-2.0226,147.2712,299.46,81,97,0.97,PG,1678563342
414,ternate,0.8,127.4,299.1,81,89,2.75,ID,1678563343
415,nainpur,22.4333,80.1167,294.41,28,0,2.15,IN,1678563343
416,poladpur,17.9802,73.466,298.68,35,1,1.48,IN,1678563344
417,oak ridge,36.0104,-84.2696,286.29,44,0,1.79,US,1678563212
418,severo-yeniseyskiy,60.3725,93.0408,270.6,81,100,3.97,RU,1678563344
419,magole,-6.3667,37.3667,295.6,91,100,1.0,TZ,1678563345
420,lermontovka,47.1453,134.3383,269.36,89,100,0.54,RU,1678563345
421,terrace,54.5163,-128.6035,272.1,37,75,4.63,CA,1678563346
422,formosa,-26.1775,-58.1781,310.91,37,20,5.0,AR,1678563346
423,chicama,-7.8447,-79.1469,300.45,66,100,3.58,PE,1678563347
424,alofi,-19.0595,-169.9187,297.09,100,100,2.06,NU,1678562829
425,assiniboia,49.6334,-105.9845,266.05,86,100,9.77,CA,1678563348
426,lufilufi,-13.8745,-171.5986,301.05,77,90,7.64,WS,1678563348
427,sungaipenuh,-2.0833,101.3833,290.87,97,99,0.89,ID,1678563349
428,hasaki,35.7333,140.8333,281.6,59,0,1.9,JP,1678563349
429,ust-maya,60.4167,134.5333,262.38,94,100,3.2,RU,1678563350
430,igarka,67.4667,86.5833,269.57,96,100,9.23,RU,1678562850
431,buluang,13.3068,123.3425,293.1,91,57,1.58,PH,1678563350
432,ancud,-41.8697,-73.8203,289.05,93,100,11.69,CL,1678563351
433,carutapera,-1.195,-46.02,299.96,82,10,3.47,BR,1678563351
434,asau,46.4333,26.4,280.66,62,35,6.23,RO,1678562796
435,batagay,67.6333,134.6333,247.85,100,100,0.11,RU,1678563352
436,parkes,-33.1333,148.1833,292.23,91,0,1.99,AU,1678563352
437,papar,5.7333,115.9333,296.98,86,67,1.15,MY,1678563353
438,damaturu,11.747,11.9608,302.04,9,100,5.09,NG,1678563353
439,roros,62.5747,11.3842,257.06,85,77,0.0,NO,1678563354
440,yining,29.0361,114.5636,287.44,51,51,3.8,CN,1678563354
441,padang,-0.9492,100.3543,297.44,91,100,1.27,ID,1678562767
442,edd,13.9297,41.6925,301.5,68,99,4.64,ER,1678563355
443,izbiceni,43.8333,24.65,280.49,58,94,11.36,RO,1678563355
444,lavrentiya,65.5833,-171.0,259.61,92,100,2.0,RU,1678563356
445,ginda,30.6945,78.4932,283.73,36,0,2.75,IN,1678563356
446,tibati,6.4667,12.6333,298.03,38,100,2.82,CM,1678563357
447,antofagasta,-23.65,-70.4,296.75,71,6,3.23,CL,1678563357
448,longyan,25.1072,117.0225,290.85,61,99,0.62,CN,1678563358
449,champerico,14.3,-91.9167,305.45,62,19,5.36,GT,1678563358
450,disna,55.568,28.1971,272.36,98,100,5.66,BY,1678563358
451,lensk,60.7253,114.9278,248.65,94,96,1.86,RU,1678563359
452,kiama,-34.6833,150.8667,294.82,87,88,0.89,AU,1678562783
453,sambava,-14.2667,50.1667,298.45,87,96,4.22,MG,1678563359
454,bubaque,11.2833,-15.8333,298.89,71,0,7.48,GW,1678562846
455,tilichiki,60.4667,166.1,247.0,92,11,4.28,RU,1678562813
456,dauphin,51.1494,-100.0502,265.23,67,75,6.69,CA,1678563360
457,ulladulla,-35.35,150.4667,290.8,84,98,1.8,AU,1678562804
458,codajas,-3.8367,-62.0569,299.5,94,100,1.17,BR,1678563361
459,manggar,-2.8833,108.2667,298.24,88,78,2.98,ID,1678563361
460,gikongoro,-2.464,29.5739,288.26,93,100,0.76,RW,1678563362
461,inyonga,-6.7167,32.0667,290.43,96,100,0.82,TZ,1678563362
462,corinto,37.9407,22.9573,289.2,82,23,2.73,GR,1678563363
463,rio gallegos,-51.6226,-69.2181,287.18,35,0,11.83,AR,1678563180
464,olafsvik,64.8945,-23.7142,266.02,60,100,10.44,IS,1678563363
465,morros,-9.4467,-46.3003,304.07,44,100,2.43,BR,1678563364
466,harper,4.375,-7.7169,300.23,83,19,4.36,LR,1678562912
467,yumen,40.2833,97.2,270.84,30,0,2.83,CN,1678563365
468,pathein,16.7833,94.7333,297.26,77,100,3.2,MM,1678563366
469,bilma,18.6853,12.9164,300.83,11,100,4.22,NE,1678562853
470,bonthe,7.5264,-12.505,299.9,82,100,4.57,SL,1678563366
471,evensk,61.95,159.2333,248.33,80,79,2.28,RU,1678562835
472,kohlu,29.8962,69.252,294.11,26,100,1.12,PK,1678563367
473,mattru,7.6244,-11.8332,300.44,72,100,2.83,SL,1678563367
474,buriti alegre,-18.14,-49.0403,295.75,88,97,0.46,BR,1678563368
475,avera,33.194,-82.5271,289.88,37,98,0.42,US,1678563369
476,baykit,61.67,96.37,268.44,99,100,1.85,RU,1678563369
477,pitimbu,-7.4706,-34.8086,303.48,69,28,4.96,BR,1678562818
478,mananjary,-21.2167,48.3333,296.31,90,100,1.29,MG,1678563370
479,mehtar lam,34.6714,70.2094,293.44,38,79,1.78,AF,1678563370
480,cassilandia,-19.1133,-51.7342,296.85,85,100,3.18,BR,1678563371
481,bangkalan,-7.0455,112.7351,299.12,87,99,0.86,ID,1678563371
482,nogliki,51.8333,143.1667,266.53,93,100,3.74,RU,1678563372
483,kurchum,48.5722,83.6542,279.89,33,100,11.14,KZ,1678563372
484,manado,1.487,124.8455,296.58,94,20,0.51,ID,1678563373
485,rosamorada,22.1222,-105.2058,306.37,27,0,4.66,MX,1678563373
486,poum,-20.2333,164.0167,299.37,70,13,7.66,NC,1678563374
487,shache,38.4167,77.2406,281.93,29,2,2.23,CN,1678563375
488,taltal,-25.4,-70.4833,295.04,75,46,2.16,CL,1678562842
489,izumo,35.3667,132.7667,283.12,73,100,2.41,JP,1678563167
490,sayyan,15.1718,44.3244,287.26,71,100,1.17,YE,1678563375
491,villa carlos paz,-31.4241,-64.4978,309.85,23,30,6.71,AR,1678563376
492,seoul,37.5683,126.9778,280.93,82,75,3.6,KR,1678563055
493,totness,5.8833,-56.3167,299.92,67,100,4.58,SR,1678563377
494,general teran,25.2667,-99.6833,308.51,26,15,2.22,MX,1678563377
495,pieve di soligo,45.9025,12.1772,286.04,77,100,2.7,IT,1678563377
496,kalulushi,-12.8378,28.0919,290.69,95,99,0.84,ZM,1678563378
497,kinsale,51.7075,-8.5306,282.8,87,20,5.66,IE,1678563379
498,lask,51.5906,19.1328,273.16,84,17,1.34,PL,1678563379
499,gladstone,-23.85,151.25,299.11,94,75,0.51,AU,1678563380
500,darnah,32.767,22.6367,290.32,63,99,9.08,LY,1678563380
501,ahuimanu,21.4447,-157.8378,298.35,63,20,1.54,US,1678563381
502,mazyr,52.0495,29.2456,277.73,99,100,2.14,BY,1678563381
503,caravelas,-17.7125,-39.2481,300.01,68,100,3.23,BR,1678563381
504,lasa,46.6166,10.7002,280.64,90,68,3.07,IT,1678562886
505,cayenne,4.9333,-52.3333,302.17,70,75,5.66,GF,1678563379
506,aleppo,36.25,37.5,287.59,41,48,4.49,SY,1678563382
507,kasongo,-4.45,26.6667,293.13,97,94,0.76,CD,1678563383
508,kaduqli,11.0167,29.7167,301.11,13,34,4.05,SD,1678563383
509,nicoya,10.1483,-85.452,304.25,49,98,2.7,CR,1678563384
510,tebingtinggi,3.3285,99.1625,296.21,96,83,1.27,ID,1678563384
511,marica,-22.9194,-42.8186,300.12,89,100,1.15,BR,1678563384
512,saint-pierre,-21.3393,55.4781,297.97,69,100,6.69,RE,1678563385
513,khilok,51.3674,110.4676,256.6,91,14,1.25,RU,1678562836
514,luanda,-8.8368,13.2343,299.21,83,100,3.72,AO,1678563119
515,zyryanka,65.75,150.85,251.22,91,100,2.73,RU,1678563386
516,nagato,34.3833,131.2,286.11,83,100,2.59,JP,1678563386
517,la ligua,-32.4524,-71.2311,295.12,63,8,4.37,CL,1678563387
518,lanzhou,36.0564,103.7922,274.14,28,8,0.35,CN,1678563387
519,ryotsu,38.0833,138.4333,283.34,59,78,1.68,JP,1678563388
520,kologriv,58.8275,44.3178,266.69,90,100,4.95,RU,1678563389
521,oksfjord,70.2396,22.3479,271.25,72,26,5.59,NO,1678563389
522,wahiawa,21.5028,-158.0236,296.69,74,0,1.54,US,1678563390
523,bambanglipuro,-7.95,110.2833,297.41,86,52,0.94,ID,1678563390
524,san-pedro,4.7485,-6.6363,300.2,84,26,4.33,CI,1678563391
525,quanzhou,24.9139,118.5858,290.16,71,85,1.49,CN,1678563391
526,nieuw amsterdam,5.8833,-55.0833,303.24,58,40,3.09,SR,1678563392
527,revelstoke,50.9832,-118.2023,273.16,74,100,1.54,CA,1678563392
528,le mars,42.7942,-96.1656,274.18,100,40,3.09,US,1678563393
529,sharya,58.3686,45.5144,265.94,93,100,4.33,RU,1678563393
530,krasnaya gorbatka,55.8703,41.7641,271.56,91,100,5.79,RU,1678563394
531,sistranda,63.7256,8.834,271.13,77,65,6.65,NO,1678563394
532,oktyabrskiy,54.4815,53.471,263.28,97,62,1.06,RU,1678563394
533,college,64.8569,-147.8028,260.14,84,20,0.0,US,1678563395
534,miyako,39.6367,141.9525,276.9,87,12,1.17,JP,1678563395
535,kosonsoy,41.2561,71.5508,285.46,46,77,1.54,UZ,1678563396
536,methoni,36.8197,21.7049,289.38,83,100,3.68,GR,1678563396
537,beyneu,45.3167,55.2,283.04,66,1,4.28,KZ,1678562820
538,kavaratti,10.5669,72.642,300.9,64,5,1.57,IN,1678563397
539,uporovo,56.3109,66.2693,265.01,93,11,3.53,RU,1678563397
540,brae,60.3964,-1.353,270.79,62,99,2.96,GB,1678563398
541,pavullo nel frignano,44.3315,10.835,282.8,80,24,11.83,IT,1678563398
542,malumfashi,11.7853,7.6218,299.51,14,57,4.33,NG,1678563398
543,nantucket,41.2835,-70.0995,277.18,92,100,9.26,US,1678562594
544,trelew,-43.249,-65.3051,310.19,10,76,6.64,AR,1678563399
